roll no | spi_1  |  spi_2  |  cpi  |
240041  |  3.56  |  4.13  |  3.85  | 
240704  |  4.38  |  3.23  |  3.81  | 
240597  |  3.90  |  3.74  |  3.81  | 
240851  |  3.67  |  3.93  |  3.80  | 
241099  |  3.71  |  3.84  |  3.78  | 
240936  |  2.96  |  4.50  |  3.78  | 
240673  |  2.93  |  4.50  |  3.77  | 
240386  |  3.67  |  3.75  |  3.71  | 
240070  |  3.67  |  3.72  |  3.69  | 
240029  |  4.81  |  2.50  |  3.68  | 
240085  |  2.98  |  4.48  |  3.68  | 
240395  |  4.17  |  3.15  |  3.66  | 
240392  |  3.00  |  4.39  |  3.65  | 
241133  |  4.06  |  3.15  |  3.61  | 
240505  |  3.40  |  3.77  |  3.59  | 
240248  |  3.38  |  3.67  |  3.52  | 
240711  |  3.96  |  3.02  |  3.46  | 
241077  |  3.37  |  3.51  |  3.44  | 
240636  |  4.62  |  2.28  |  3.43  | 
240724  |  3.11  |  3.64  |  3.40  | 
241134  |  3.25  |  3.54  |  3.39  | 
241083  |  4.12  |  2.65  |  3.38  | 
240555  |  3.15  |  3.61  |  3.37  | 
241068  |  4.38  |  2.24  |  3.29  | 
240260  |  3.56  |  3.00  |  3.28  | 
240275  |  4.02  |  2.37  |  3.24  | 
240254  |  3.58  |  2.79  |  3.18  | 
240671  |  3.44  |  2.77  |  3.15  | 
240133  |  2.98  |  3.21  |  3.10  | 
240300  |  1.56  |  5.06  |  2.97  | 
240817  |  4.15  |  1.90  |  2.96  | 
240302  |  2.90  |  2.74  |  2.83  | 
240680  |  2.65  |  2.94  |  2.81  | 
240398  |  2.90  |  1.79  |  2.35  | 
240663  |  2.47  |  1.98  |  2.10  | 
240309  |  2.38  |  0.00  |  1.91  | 
240274  |  0.69  |  2.54  |  1.62  | 
240716  |  2.13  |  1.17  |  1.62  | 
241065  |  1.00  |  2.00  |  1.47  | 
240415  |  0.00  |  0.00  |  0.00  | 
240689  |  0.00  |  0.00  |  0.00  | 
